Name,Category,Phone,Email,Website,Address,general_info,Source,
Latino Warehouse Products,Public & Commercial Warehouses,(818) 508-9889,,,,,yellowpage,
Norwalk Transfer & Storage Inc,"Movers & Full Service Storage, Local Trucking Service, Public & Commercial Warehouses",(760) 751-1757,,,,,yellowpage,
Liberty RV & Boat Storage,"Recreational Vehicles & Campers-Storage, Automobile Storage, Public & Commercial Warehouses",(559) 651-2001,,http://www.libertyindoorstorage.com/,,,yellowpage,
Warehouse Shoe Sale,Public & Commercial Warehouses,(916) 372-1447,,http://www.wss.com/,,,yellowpage,
Grand Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(530) 934-3990,,https://www.portministorage.com/contact-us,,,yellowpage,
"Rinchem Company, Inc",Public & Commercial Warehouses,(530) 283-1236,,https://www.rinchem.com/,,,yellowpage,
Jacks Pro,Public & Commercial Warehouses,(707) 763-7700,,,,,yellowpage,
Broadway Moving and Storage,"Storage Household & Commercial, Movers, Movers & Full Service Storage",,info@bbbemail.org,http://www.bmsionline.com/,,,yellowpage,
Marina U-Store Self Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",,marinaselfstorage@gmail.com,,,We provide affordable self storage solutions in Marina and surrounding areas.,yellowpage,
ALL STAR SUPER STORAGE,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",,allstarmenifee@gmail.com,http://www.allstarsuperstorage.com/,,"Storage, We Also Sell Boxes and Moving Supplies",yellowpage,
Mallard Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",,mallardms@att.net,https://a1quackmaster.tripod.com/,,,yellowpage,
Allsafe Self Storage San Leandro,"Self Storage, Moving Boxes, Public & Commercial Warehouses",,allsafesanleandro@sbcglobal.net,,,"STORAGE SPACES FROM 40’X45’ to 5’X5’ BUSINESS & RESIDENTIAL STORAGE SOLUTIONS • Full Electronic Security • Computer Controlled Gate Access • Door Alarms On Every Unit • Video Surveillance & Recording • Lighting In Every Unit • Comprehensive Fire Protection System • Locally Owned & Operated • On-Site Resident Managers • Neat, Clean & Secure • 7 Day Gate Access • Concrete & Steel Construction • Roll Up Doors On Most Units",yellowpage,
All Seasons Storage,"Self Storage, Boat Storage, Boat Yards",,allseasonsstorage.needles@gmail.com,https://www.allseasonsstorage.net/,,"All Seasons Storage is here to offer a safe facility. We provide for both commercial storage and personal storage needs. In addition, we offer storage rentals for jet skis & boats to RV and motorhomes. We make is easier with pick-up and drop-off valet boat service options.",yellowpage,
Outrig RV and Boat Storage - Napa,"Boat Storage, Boat Yards, Public & Commercial Warehouses",,napa@outrig.com,,,"Outrig Napa (Lakeview) is located about an hour North of Napa on Berryessa Knoxville Rd, overlooking the beautiful Lake Berryessa. With outdoor, covered and garage options you’ll be sure to find what you need! Several Campgrounds and Trailheads right out the back door of this facility, it’s easy get away even for a short weekend!",yellowpage,
San Dimas Lock-Up Self Storage,"Self Storage, Movers & Full Service Storage, Public & Commercial Warehouses",,sdluinfo@selfstorage-cs.com,https://www.sandimaslockup.com/,,"Need some extra room? San Dimas Lock-Up Self Storage has everything you need for a stress-free storage experience. Our clean, well-maintained facility in San Dimas, California, offers a wide range of unit sizes and features to streamline the moving process. Whether youâ??re relocating, renovating, or clearing space for a home office, choose San Dimas Lock-Up Self Storage to make your move-in a success! We even offer RV, boat, and auto storage for your outdoor toys between adventures.",yellowpage,
Mobile Storage,"Recreational Vehicles & Campers-Storage, Automobile Storage, Public & Commercial Warehouses",,admin@mobilestoragetoday.com,,,,yellowpage,
Sentry Storage,"Self Storage, Boxes-Corrugated & Fiber, Movers & Full Service Storage",,korey@proselfstorage.com,https://www.sentrystorage.com/locations/sacramento-ca-95841,,"Sentry Storage - Madison is conveniently located on Auburn Blvd, just a short drive from downtown Sacramento, CA. We're just a short drive from Hemlock Condos, Galaxy Park, Huntington Oaks, Terra Bianco, Willow Rock, Amber Park, and Foothill Gardens. Find us near several businesses including Page's Fountains and Water Gardens, MTI College, Walnut Village, Madison Oaks Apartments, as well as Summer Place Apartments.",yellowpage,
Stuff N Storage,"Storage Household & Commercial, Boxes-Corrugated & Fiber, Movers",,stuffnstorage@hotmail.com,http://www.stuffnstorage.biz/,,"Are you looking for affordable, clean, safe, and secure storage in Manteca? At StoragePRO, our first priority is YOU! We now offer 100% no-contact online rentals. What does this mean for you?You do not need to come into the office to rent or access your storage unit. Renting and all document signing is completed online. StoragePRO is also committed to providing a clean, safe, and secure storage experience when you are on site.StoragePRO is following the most rigorous cleaning and safety practices and each store is disinfected bi-weekly, with state-of-the-art electrostatic cleaners.Whether you are storing items for your business, a few personal items, or your entire household, we have the perfect storage space to fit your needs. From our economy 5x5 units to our premium 10x30 units, our on-site managers will provide expert guidance and excellent customer service to help you find the perfect space.For your convenience, we have drive-up units with ground-level access and interior storage for added safety. Our units are accessible 7 days a week, allowing you more flexibility to get into your unit and manage your possessions.Security is our top priority. We will provide you with a personalized gate code to access our property safely and efficiently. Our store is well-lit, fenced and gated, and has 24-hour video surveillance. The presence of our resident on-site manager provides extra security.Deliveries accepted on-site for business customers.Dollies and flat carts are available for your use.In need of moving supplies? Unit locks, bubble wrap, packing tape, and boxes in various sizes are available on-site at affordable prices.Give us a call or come on over and take a look at our conveniently located Manteca storage units. We will be happy to help you choose the right one for you.Ask about our move-in specials!Features:Resident on-site managerEasy-access single-level drive-up unitsCCTV systemOn-line bill payFenced and gatedGate code accessDeliveries accepted for business customersAccess 7 days a weekSe Habla EspaolDollies and flat cartsMoving suppliesWell-lit for safetyWide drivewaysConveniently locatedWorld-class customer serviceLocation:Our Manteca self-storage property is located near the intersection of CA-120 and Main Street. We are just minutes from Highway 99 and I-5. Nearby landmarks include Bass Pro Shops, the Wal-Mart Super Center, Cotta Park, and Big League Dreams Manteca.We serve all of Manteca and the surrounding areas of Salida, Ripon, Tracy, French Camp, and Lathrop.",yellowpage,
Secured Self Storage,"Recreational Vehicles & Campers-Storage, Public & Commercial Warehouses, Self Storage",,ssssalida@yahoo.com,http://www.salidaselfstorage.com/,,,yellowpage,
Clf Warehouse Inc,Public & Commercial Warehouses,,edemeulle@clfwarehouse.com,,,,yellowpage,
Soledad Motel 8,"Self Storage, Public & Commercial Warehouses",,soledadmotel8@hotmail.com,http://www.soledadmotel8.com/,,"See why so many travelers make Soledad Motel 8 their motel of choice when visiting Soledad. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you. 
 The rooms offer a refrigerator and air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. 
 Guests arriving by vehicle have access to free parking. 
 Travelers looking to enjoy some burritos can head to La Fuente. Otherwise, you may want to check out a Spanish restaurant such as Mariscos Puerto Angel. 
 If you’re looking for things to do, you can check out Mission Nuestra Senora de la Soledad, which is a popular historic site amongst tourists. 
 We’re sure you’ll enjoy your stay at Soledad Motel 8 as you experience all of the things Soledad has to offer. 
 See why so many travellers make Soledad Motel 8 their motel of choice when visiting Soledad. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you. 
 The rooms offer a refrigerator and air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. 
 Guests arriving by vehicle have access to free parking. 
 Travellers looking to enjoy some burritos can head to La Fuente. Otherwise, you may want to check out a Mexican restaurant such as La Fuente, La Plaza Bakery, or El Camaron Mex Grill. 
 If you’re looking for things to do, you can check out Mission Nuestra Senora de la Soledad, which is a popular historic site amongst tourists. 
 We’re sure you’ll enjoy your stay at Soledad Motel 8 as you experience all of the things Soledad has to offer. 
 See why so many travelers make Soledad Motel 8 their motel of choice when visiting Soledad. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you. 
 The rooms offer a refrigerator and air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. 
 Guests arriving by vehicle have access to free parking. 
 Travelers looking to enjoy some burritos can head to La Fuente. Otherwise, you may want to check out a Spanish restaurant such as Mariscos Puerto Angel. 
 If you’re looking for things to do, you can check out Mission Nuestra Senora de la Soledad, which is a popular historic site amongst tourists. 
 We’re sure you’ll enjoy your stay at Soledad Motel 8 as you experience all of the things Soledad has to offer. 
 See why so many travellers make Soledad Motel 8 their motel of choice when visiting Soledad. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you. 
 The rooms offer air conditioning and a refrigerator, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease. 
 Guests arriving by vehicle have access to free parking. 
 Travellers looking to enjoy some burritos can head to La Fuente. Otherwise, you may want to check out a Mexican restaurant such as La Fuente, La Plaza Bakery, or El Camaron Mex Grill. 
 If you’re looking for things to do, you can check out Mission Nuestra Senora de la Soledad, which is a popular historic site amongst tourists. 
 We’re sure you’ll enjoy your stay at Soledad Motel 8 as you experience all of the things Soledad has to offer.",yellowpage,
